0	29	17	62	1.833333333
0	32	15	57	1.861111111
0	33	17	65	1.722222222
0	32	17	57	1.583333333
0	33	16	52	2.055555556
0	36	16	54	1.722222222
0	37	18	54	1.944444444
0	38	19	57	1.555555556
0	35	19	55	2.111111111
0	37	19	51	1.611111111
0	39	20	51	1.666666667
0	35	19	54	1.75
0	31	19	56	2.166666667
0	35	16	58	1.638888889
0	35	19	57	1.361111111
0	35	18	55	1.944444444
0	37	18	56	2.277777778
0	38	19	56	1.833333333
0	37	20	55	2.333333333
0	34	19	56	1.888888889
0	33	18	57	1.472222222
0	38	17	52	2.111111111
0	33	18	66	0.944444444
0	34.86956522	17.95652174	56.2173913	1.799516908
0	34.86956522	17.95652174	56.2173913	1.799516908
0	34.86956522	17.95652174	56.2173913	1.799516908
0	34.86956522	17.95652174	56.2173913	1.799516908
0	34.86956522	17.95652174	56.2173913	1.799516908
0	34.86956522	17.95652174	56.2173913	1.799516908
0	34.86956522	17.95652174	56.2173913	1.799516908
0	34.86956522	17.95652174	56.2173913	1.799516908
1.98	32.4	19.8	68	1.272222222
1.98	32.4	19.8	68	1.272222222
1.98	32.4	19.8	68	1.272222222
1.98	32.4	19.8	68	1.272222222
1.98	32.4	19.8	68	1.272222222
1.98	32.4	19.8	68	1.272222222
1.98	32.4	19.8	68	1.272222222
1.98	32.4	19.8	68	1.272222222
1.98	32.4	19.8	68	1.272222222
1.98	32.4	19.8	68	1.272222222
1.98	32.4	19.8	68	1.272222222
1.98	32.4	19.8	68	1.272222222
1.98	32.4	19.8	68	1.272222222
1.98	32.4	19.8	68	1.272222222
1.98	32.4	19.8	68	1.272222222
1.98	32.4	19.8	68	1.272222222
1.98	32.4	19.8	68	1.272222222
1.98	32.4	19.8	68	1.272222222
1.98	32.4	19.8	68	1.272222222
1.98	32.4	19.8	68	1.272222222
1.98	32.4	19.8	68	1.272222222
1.98	32.4	19.8	68	1.272222222
1.98	32.4	19.8	68	1.272222222
1.98	32.4	19.8	68	1.272222222
1.98	32.4	19.8	68	1.272222222
0	21	21	75	1.194444444
0	33	19	66	1.277777778
0	36	20	63	1.5
8.7	36	19	68	1.472222222
1.2	36	20	68	0.916666667
0	37	21	62	0.861111111
0	38	21	57	1.361111111
0	38	20	59	1.138888889
21	39	21	65	1.194444444
0	39	21	61	1.666666667
9	38	20	68	1.916666667
0.3	39	19	57	2.027777778
0.6	38	21	63	1.472222222
0.6	39	20	59	1.638888889
0	38	21	52	1.888888889
0	39	20	47	1.833333333
0	34	19	56	1.388888889
0	37	19	55	1.888888889
0	37	18	49	2
0	37	18	48	1.666666667
0.3	38	20	51	1.861111111
0	38	21	49	1.638888889
