0	37	21	53	1.527777778
0	36	20	64	1.333333333
0	36	21	64	1.722222222
0	36	21	58	1.611111111
7.8	37	20	76	1.083333333
0	33	19	71	1.694444444
21	33	19	84	0.805555556
1.2	33	20	74	1.111111111
0	33	20	71	1.055555556
22.5	34	19	80	0.75
0	32	19	80	0.722222222
7.8	34	20	77	0.805555556
2.4	33	19	84	0.611111111
0	32	20	71	1.277777778
0	35	21	68	1.194444444
0	35	21	68	0.444444444
12.3	35	21	68	1.472222222
0	33	22	77	1.166666667
33.6	34	22	77	1.222222222
4.8	35	23	79	0.916666667
2.4	35	22	75	1.25
1.8	34	20	74	1.388888889
78.9	35	17	71	1.444444444
5.7	34	18	75	0.833333333
4.2	36	19	73	1.194444444
0	35	18	68	1.527777778
0.6	36	20	69	1.222222222
28.2	30	19	85	0.888888889
2.1	33	18	75	0.75
0.3	30	19	81	0.444444444
14.7	34	18	73	0.75
31.2	34	18	78	0.944444444
0.3	35	20	72	1.138888889
31.2	35	19	73	1.25
6.3	33	18	80	1.111111111
0.3	33	18	72	0.861111111
18.9	34	18	76	0.944444444
0.6	35	17	70	1.305555556
7.5	36	17	72	0.944444444
15	35	19	77	0.916666667
0	34	20	73	0.861111111
0	36	18	67	1.222222222
0	35	18	65	1.111111111
0	35	20	72	0.75
0	35	19	63	0.361111111
20.7	35	17	72	0.25
5.7	32	19	82	0.194444444
4.8	33	19	80	0.25
3	36	17	70	0.444444444
3.9	32	19	79	0.222222222
0	33	19	80	0.083333333
0	34	17	68	0.055555556
0	35	18	66	0.111111111
0	35	18	68	0.055555556
6.6	35	19	71	0.055555556
18.6	33	18	75	0.055555556
18.6	34	19	72	0.111111111
4.8	33	18	73	0.111111111
0.6	33	19	71	0.055555556
0	35	19	69	0.055555556
0	35	19	71	0.055555556
0.6	36	19	66	0.083333333
0.9	34	19	74	0.027777778
0	36	18	66	0.055555556
0	36	18	64	0.083333333
7.5	35	20	76	0.027777778
8.7	36	19	80	0.027777778
2.7	35	19	70	0.055555556
0	36	17	66	0.055555556
1.5	35	19	66	0.083333333
21	35	19	78	0.027777778
39	36	18	74	0.083333333
1.5	39	19	72	0.027777778
0	37	19	68	0.083333333
0	36	20	73	0.055555556
2.4	37	19	69	0.055555556
3	38	18	76	0.027777778
0.3	35	18	71	0.055555556
0	37	18	66	0.027777778
0	37	18	67	0.055555556
1.2	34	19	77	0.027777778
0.3	36	19	72	0.055555556
0	38	19	70	0.027777778
4.2	31	18	80	0.166666667
5.1	33	19	73	0.305555556
0.9	32	20	81	0.111111111
12	31	20	75	0.277777778
12.9	33	18	77	0.333333333
2.7	32	19	74	0.416666667
3.3	32	19	71	0.222222222
0.3	33	19	74	0.25
3.3	32	19	73	0.277777778
0.3	34	19	70	0.361111111
0.9	32	19	77	0.25
0	34	18	65	0.416666667
3.3	34	20	72	0.25
0	33	19	80	0.333333333
1.8	33	19	82	0.25
1.8	33	17	68	0.25
0.3	33	19	70	0.333333333
3	33	19	74	0.361111111
16.8	31	17	79	0.333333333
17.1	33	19	77	0.305555556
40.8	32	19	72	0.25
6.3	35	20	73	0.166666667
1.2	32	20	66	0.25
0	24	19	84	0.055555556
0	23	20	83	0.055555556
0	24	20	81	0.055555556
0	25	20	72	0.055555556
0	21	19	74	0.027777778
11.7	23	19	75	0.027777778
0.2	24	20	76	0.055555556
0	24	20	84	0.055555556
7.2	25	19	75	0.055555556
0.1	25	20	76	0.055555556
74.4	31	20	81	0
0.3	35	20	72	0.027777778
1.5	34	19	74	0.055555556
39.9	34	18	83	0.055555556
14.1	34	19	80	0.055555556
10.2	35	19	76	0.055555556
38.1	34	19	79	0.055555556
7.5	33	19	76	0.055555556
15	35	18	77	0.083333333
15.3	35	18	78	0.055555556
17.4	33	19	84	0.055555556
20.1	32	19	86	0.027777778
10.5	30	19	84	0.027777778
39	35	20	83	0.083333333
0.9	34	19	79	0.055555556
1.2	35	19	75	0.055555556
2.4	36	19	76	0.055555556
0	38	19	72	0.055555556
0	33	20	69	0.055555556
0	33	19	59	0.055555556
